student_key,subject_key,exam_score,homework_completion_percentage,teacher_comments
6590,1,92.00,5,Another tree per forward bank happen run.
8356,4,69.00,5,Hospital space particular since major now join.
7712,2,70.00,95,Capital west you share step also generation reduce view mother record read.
4055,1,76.00,90,Necessary own share common service Mr speech main lay cover.
11352,3,59.00,100,n/a
8294,1,74.00,5,Magazine statement red specific support natural easy attention data report nice.
8978,4,90.00,5,Fire science phone Republican course fine save center something suddenly form degree.
7042,3,88.00,80,Color nature stand standard street hundred.
1504,1,99.00,90,Save how hair series give describe up still not rather receive now.
9890,6,99.00,95,Color speak magazine tend game between growth radio pressure work contain cell move.
1242,1,92.00,90,Agent community power expert important sometimes entire police able goal prepare weight.
4291,2,55.00,95,During still industry work own enjoy market gas sort.
4661,4,95.00,80,Hard parent interest on data worry perform star lead enter himself success.
1498,6,93.00,80,Live Democrat quickly finish else let Congress once relationship.
9733,4,76.00,80,Site girl high out own cell defense when fact audience decide agree before interesting.
8698,1,75.00,5,Number perform newspaper price place during continue person on ground officer the important.
4960,5,83.00,80,Until step news ok with attack state sell.
8412,3,71.00,80,n/a
5349,4,91.00,5,Film memory could most result you again produce different fall themselves.
10890,4,62.00,95,Put material recently increase move property third also condition.
11548,1,40.00,5,May everything area color until hotel model western medical most.
11779,4,60.00,80,Season remember thing though cover itself meeting not no.
1519,2,89.00,90,Low so Democrat table line main.
2215,3,43.00,80,Race continue explain they experience impact family century wife room development.
1326,5,96.00,95,Than door finish country soon always fish people cause.
5290,4,40.00,5,Writer nice among yes spring name already personal when.
3275,4,91.00,5,n/a
7637,6,49.00,95,Firm away travel the paper want state skill charge leg collection draw.
11221,1,94.00,95,School tax government thank next management power should consumer be research fact quality use.
3196,4,59.00,90,Leave friend manager mention stop among peace similar between beyond wind need.
10393,2,80.00,90,Although several program think quality window degree wonder newspaper after own other.
1431,1,67.00,5,Place idea color probably true upon.
10834,5,96.00,100,Represent economy eight young break west government language.
7116,1,77.00,95,Event weight unit western American fish training cell college pattern.
5697,5,47.00,90,Result by drive life dream western people close seat.
1375,3,50.00,95,Store the resource traditional training memory exist remain serve look.
221,6,55.00,100,No travel white until power performance serious attention might process paper mean summer.
4229,2,64.00,90,Old discover smile cut institution sell.
4209,6,75.00,100,Test night magazine professional mention field maybe actually manage American land.
9924,5,50.00,100,Family book apply involve rock special arrive.
3891,4,52.00,90,Watch student new food goal everybody.
10296,2,86.00,5,n/a
7125,6,59.00,100,Will live some heavy huge surface fear issue interest level fill.
5506,5,42.00,5,n/a
1262,6,54.00,5,Card happen their green these senior.
236,5,54.00,5,Network sure role guess likely produce audience.
2820,2,82.00,100,Create involve in wish thus skin blood drug.
4692,5,44.00,80,Itself contain become example maintain chance finally vote enjoy.
3747,4,86.00,90,Prepare newspaper past mouth sure up quite section perform all suffer according.
2691,2,87.00,95,Water doctor size although skin industry raise cover turn list within improve.
8648,5,70.00,95,Create social still region executive election buy far.
9633,6,51.00,95,Black throughout blue own hospital view top service hour.
4107,3,71.00,90,Near large own wall actually success.
6382,5,40.00,100,Left along scene low entire wait.
5661,1,89.00,100,Owner responsibility address type every just soon other easy game manage responsibility popular.
3212,2,94.00,80,Really natural choose source more from forward range market man.
1941,4,84.00,5,Always begin politics white edge accept.
892,4,51.00,90,Both line fill loss majority positive example.
9843,2,45.00,100,Idea less summer morning collection idea.
1400,3,68.00,95,Value true half building tax film hundred yourself back.
11227,2,91.00,90,Campaign no local defense hear force mean body size product trade.
11858,3,60.00,80,n/a
1012,6,56.00,95,Apply when mention probably scene box late south quality decade.
6629,3,50.00,80,Happen century scientist provide form two hotel.
6399,4,40.00,95,House know certain deal religious strong whether there remember land audience.
445,5,63.00,90,Break claim player scientist president wear here them.
2800,2,81.00,95,Your ask young it yes send prove ball stop.
9400,3,88.00,95,Store view return fall might remain fine resource listen cup least.
7110,6,55.00,5,Fill suffer per home society ability.
1803,3,61.00,80,Particularly for discussion late side turn trouble once traditional fast subject score we.
9130,2,49.00,95,Usually happen easy list five figure staff worker difficult.
4490,5,57.00,80,Seat lawyer tax really force join travel majority family military teacher.
7799,2,60.00,100,Politics within talk and writer individual station ability hour collection success environment.
7375,1,89.00,80,Kind indicate behavior visit blue bag may.
6488,5,46.00,80,Resource bring century indicate happen notice water receive forget.
3201,2,74.00,90,n/a
11335,2,78.00,100,n/a
2539,6,93.00,95,Himself stage point true sense manage research.
1826,4,97.00,90,Table building charge push show protect.
11671,3,51.00,80,Sound shake camera statement now power project history phone and election ago alone.
2242,4,58.00,100,Check form still discussion civil season project nice watch some election.
4622,2,98.00,80,Lose Democrat life investment public simply it.
7903,4,48.00,80,During us support clear kitchen student form oil over among term management over.
7561,2,99.00,100,Technology drop present word door most.
805,4,93.00,95,Pass they purpose level exist fight interview as bad far system risk bar.
11881,1,55.00,80,Final question development morning event way make condition.
3895,5,51.00,95,Wide scientist generation buy until production air second art we agency.
6122,5,75.00,5,Effort spring imagine audience fast life serve own allow remember indicate result direction.
6273,6,80.00,95,Total form team newspaper her above.
8134,3,61.00,80,Program place everyone bag campaign strong cultural social.
4147,4,74.00,5,Hospital ball sort experience fish might voice model open month before.
1007,2,73.00,95,Now word population safe American help speech huge activity another crime behavior here.
11795,3,81.00,80,These natural nation result call around remain market.
2867,6,56.00,100,Thought good toward much or hold push rich break.
782,4,73.00,95,Provide term what hear tree too politics begin effect.
11312,3,89.00,100,Join cause game enough firm capital must television tree.
3987,6,84.00,5,Happy research themselves building sure community discover key.
4590,3,91.00,90,Wonder ask between water ground simply stage.
4615,4,51.00,100,Foreign force education life clear protect enjoy will job.
207,6,99.00,90,Tv process my machine huge whose really forget fire computer meet should reach.
4435,1,89.00,5,Eat there remember expect bring season.
11136,1,77.00,90,Instead computer next total region manage brother.
3464,4,45.00,5,Activity sport receive tax find understand real street including own throughout PM.
8412,1,78.00,95,War everything trade win themselves since phone wide skill reach foot them.
490,1,46.00,100,Although camera woman leg fall assume old.
4613,4,51.00,100,Sister whether accept how very boy use stay hot of particularly spend.
7110,3,43.00,90,Value ahead prevent theory watch woman force threat go wish medical.
