student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
1016,1,Bag price.,2024-11-08,done,A+,No
11347,1,Price positive true.,2024-10-06,done,C-,Yes
259,3,Personal.,2025-01-11,not done,A,n/a
9114,6,Lawyer animal.,2025-02-13,not done,F,Yes
5435,5,Matter brother.,2024-12-06,pending,B,No
9802,6,Speech ground customer.,2024-11-12,done,C,Yes
5197,3,Single property.,2024-09-14,not done,B-,Yes
2432,1,Pattern bill travel.,2025-02-09,not done,D,n/a
5197,4,Policy somebody.,2024-12-04,pending,B-,n/a
192,6,Movement price meet.,2024-11-05,not done,B-,Yes
4531,5,Republican particularly.,2025-02-11,not done,B,Yes
5210,2,When if.,2024-09-09,not done,C-,No
2109,1,Indicate.,2024-11-25,pending,C-,n/a
9169,4,People firm try.,2024-11-10,done,F,Yes
6162,4,Reach relate.,2024-10-22,done,A+,n/a
8911,1,Provide cell several.,2024-12-02,not done,D,Yes
10061,2,Tough visit arrive.,2025-01-18,done,C-,Yes
6990,5,Morning enough.,2025-02-26,done,F,Yes
7987,1,Meet for magazine.,2024-11-11,done,B-,Yes
1697,6,May see.,2025-02-14,not done,C,No
7499,4,Republican return yes anyone.,2024-12-25,done,A+,n/a
3227,4,Long raise identify.,2024-10-01,pending,A,Yes
11061,6,Alone father.,2024-09-23,pending,B,n/a
5855,4,Environmental anyone two even.,2024-09-28,done,F,Yes
8459,6,Central unit.,2025-01-25,not done,D,Yes
661,4,Use win.,2024-11-30,done,A,n/a
5206,5,Us thing.,2024-11-19,done,F,Yes
873,1,Serious other.,2025-01-11,done,C-,No
1500,1,Daughter maybe recognize.,2025-01-05,not done,A,n/a
1455,3,Possible building.,2025-03-08,done,F,No
4168,3,Possible reach.,2024-11-16,not done,B,Yes
1287,1,Mission almost.,2025-01-12,done,A+,No
4339,4,Less quickly five.,2024-10-08,done,B,No
858,6,Tonight sometimes next.,2024-11-26,pending,C,n/a
7405,3,Meet nice field.,2024-11-04,done,C,Yes
7495,6,Training price thank.,2024-10-16,done,C,Yes
9646,2,Fund across.,2024-10-24,done,B-,No
11878,5,Less popular recognize.,2025-03-09,done,A,Yes
9835,5,Material appear.,2024-11-24,not done,F,No
6602,2,Defense campaign.,2024-11-14,done,D,Yes
170,3,Receive loss.,2024-11-06,not done,C-,n/a
4702,6,Clearly until.,2024-10-24,done,A+,Yes
10825,6,Shoulder yourself will.,2024-10-02,done,B-,n/a
6325,2,Heavy buy discussion.,2025-02-25,not done,B,No
7700,5,Summer exactly.,2025-02-12,done,F,n/a
4116,5,Class check message.,2025-03-01,not done,C,Yes
6365,6,Operation case can.,2024-12-25,pending,A+,No
8804,4,School camera.,2024-11-01,not done,C-,No
4421,2,Happen available.,2025-01-29,done,A+,Yes
9816,1,Benefit break.,2024-09-28,done,A,No
3668,1,Sit free.,2025-02-25,pending,C-,Yes
3971,6,Cup green himself.,2025-02-16,done,A+,n/a
4041,3,Water often before.,2024-09-17,done,B,n/a
11883,2,Million where plant.,2024-11-16,done,B,No
9177,3,Type push early.,2024-10-16,pending,A,No
8443,5,Conference career community risk.,2025-01-09,done,F,n/a
5081,6,Me water practice.,2024-09-16,not done,F,Yes
7595,3,East child.,2024-10-27,pending,F,No
5028,5,Report science floor owner.,2024-11-13,not done,D,No
1452,5,Respond he check.,2024-11-10,done,C-,Yes
10651,2,Personal one admit.,2024-09-18,not done,F,No
1332,5,Such including.,2024-11-16,done,B-,n/a
11217,6,General charge.,2024-12-13,done,C,Yes
5146,5,Show happy four media.,2025-01-30,done,C-,Yes
11537,4,Past admit ok their.,2024-09-12,not done,C-,No
1524,5,Beyond.,2024-09-24,done,F,No
1532,3,Senior thank bar.,2025-02-27,done,C,Yes
6899,5,Surface only artist.,2024-11-13,not done,B,n/a
407,5,Term usually.,2024-11-07,pending,B-,No
6701,3,Fast why.,2024-11-11,done,A,n/a
10772,4,Down once difference.,2025-02-23,pending,B-,No
5827,3,Mr gun candidate.,2025-02-26,pending,F,n/a
5854,5,Writer.,2024-11-06,done,D,Yes
12118,3,Instead by.,2024-12-03,done,A,No
7427,6,Space pattern prove.,2024-10-11,pending,F,n/a
4300,6,Military rich.,2025-03-09,not done,C,Yes
1831,2,Body two stock.,2024-11-28,done,A,n/a
11253,6,Seat ask.,2024-10-24,not done,C,Yes
7913,3,Approach itself room.,2025-03-04,not done,F,n/a
6783,2,Pass Mrs.,2024-10-08,pending,D,Yes
11233,2,Fact first husband.,2025-01-09,done,B,No
8355,3,Protect choose.,2024-09-18,not done,F,n/a
566,2,Civil half.,2025-01-22,done,F,n/a
9759,5,Market seven debate.,2024-11-28,not done,A+,n/a
3897,5,Find result develop.,2024-11-18,not done,F,n/a
7041,3,Meet its.,2024-09-10,pending,B,Yes
4889,1,Painting ground eye.,2025-01-29,pending,C,No
10806,3,Friend look rather.,2024-11-23,not done,D,n/a
7620,2,Buy short.,2025-02-21,done,C,No
4154,1,Long tax.,2025-01-09,done,C,Yes
1052,5,Media.,2024-10-01,done,D,Yes
1561,6,Voice no.,2025-01-25,not done,D,No
4152,4,Us one market.,2025-02-11,done,A,n/a
7280,1,Theory fall trial.,2025-03-09,done,A+,n/a
1206,6,Campaign medical similar almost.,2024-12-14,not done,B-,Yes
9315,6,Another quality keep.,2024-12-14,not done,B,No
390,4,Second.,2024-10-11,done,D,n/a
2779,5,Weight remember walk.,2025-01-08,not done,C,No
5519,2,Apply change.,2024-11-01,not done,A,No
1647,1,Find produce rise store.,2024-10-19,not done,F,n/a
8271,3,Life appear smile.,2024-12-08,done,F,Yes
4218,5,Class like not first.,2025-01-07,done,F,Yes
8774,3,Thus every fish.,2025-03-09,done,F,Yes
9637,3,Seven decision.,2024-11-03,not done,F,n/a
2829,3,Key eight.,2024-09-27,done,A,Yes
9568,3,How low.,2025-01-11,done,A,n/a
4903,6,Always eye open.,2025-01-14,done,B-,Yes
890,6,Improve head claim individual.,2024-11-04,not done,A,Yes
963,2,Include public.,2024-11-04,done,D,No
424,4,Analysis claim material.,2024-11-28,done,C-,Yes
1304,1,He current.,2024-11-17,not done,C-,Yes
2667,2,Walk into.,2024-12-10,not done,A,n/a
9862,3,Vote ground news.,2025-01-06,done,C,No
8197,6,Appear per.,2025-01-31,pending,D,No
5806,3,Staff story machine.,2024-10-06,done,C,No
9515,3,Although save.,2024-10-13,not done,B-,n/a
9626,1,View.,2024-10-30,done,A,No
11220,5,Usually whom force.,2025-03-06,pending,C,No
11185,5,Own serious concern.,2025-02-07,pending,F,Yes
8723,3,Leader time.,2024-11-27,not done,C,n/a
2293,1,Tell clear available.,2025-01-16,pending,D,n/a
1166,2,And fear down.,2025-01-02,done,C-,n/a
7533,4,Appear investment.,2024-11-23,pending,B-,Yes
4875,5,Easy tax follow detail.,2024-12-27,done,C-,n/a
411,2,On foot.,2025-01-23,pending,B,No
5879,3,Cup authority.,2024-09-27,done,C,No
11207,4,Leg dinner draw notice.,2024-11-08,pending,B,n/a
29,5,Policy reflect.,2025-01-04,pending,C-,No
8913,3,Never type.,2025-02-10,done,A+,No
9947,4,But.,2024-11-24,pending,B,n/a
11189,3,At here relate.,2024-09-30,not done,F,No
2789,3,If usually.,2025-02-26,done,C,n/a
12029,4,Dark her.,2024-12-25,done,A,Yes
9715,1,Wonder will century.,2024-11-03,not done,C-,n/a
7457,3,Role body.,2024-11-04,done,B-,n/a
7226,2,Or use so.,2024-12-25,pending,B-,n/a
7505,1,Trial.,2024-12-13,done,A,n/a
4278,5,Set teach.,2025-01-21,not done,D,Yes
6952,5,Some none.,2025-02-19,pending,A,n/a
2019,2,Happy near piece allow.,2024-11-26,not done,A,n/a
5675,4,Word lawyer rich.,2024-10-09,done,F,n/a
5608,5,Personal since energy.,2024-11-18,done,A,No
305,6,Make easy.,2024-09-30,pending,F,Yes
5041,6,Class.,2024-10-19,done,D,Yes
4472,3,Evening event.,2024-11-06,done,B,No
10719,1,Price read evidence.,2024-12-12,done,B-,No
9499,4,Clearly fly stage sister.,2025-02-10,pending,C-,n/a
1963,1,Article meeting notice.,2024-11-09,done,A+,No
8190,1,Several before.,2024-09-18,not done,C,No
6680,5,All leg front.,2024-09-23,pending,B,No
10071,5,Kid on shake.,2025-02-28,done,C-,No
6127,5,Term wife.,2024-12-09,not done,C-,No
2941,5,Could sort expert.,2025-01-11,pending,B-,n/a
6161,2,Wind recognize.,2024-10-30,done,C,Yes
5045,6,Across increase.,2024-10-14,not done,F,No
8874,6,No everyone.,2024-10-28,done,A,No
6492,2,Likely others including.,2024-12-24,pending,C,Yes
4695,5,Stay born play.,2025-03-03,done,A+,n/a
11320,1,Travel watch we.,2024-11-23,not done,B-,No
9030,3,Mission high live.,2024-10-31,done,B,Yes
1548,6,Stay summer position realize.,2024-10-27,done,F,n/a
11677,6,Tax.,2025-01-19,not done,D,n/a
9683,2,Beat American eight.,2024-11-25,done,C-,n/a
961,4,Ahead call military.,2025-03-04,pending,F,n/a
4861,2,Consider medical task.,2024-09-29,not done,D,Yes
9107,1,Mention brother.,2024-10-20,done,C-,Yes
11137,2,Key reduce.,2025-01-22,not done,F,Yes
6168,3,Herself successful expert.,2024-10-29,not done,B-,Yes
8461,2,Design cut budget.,2024-09-11,pending,C,Yes
494,4,Together nature a.,2024-10-14,pending,A+,n/a
9349,6,Around agreement.,2025-02-25,pending,A+,n/a
9970,1,Employee.,2024-09-09,done,F,n/a
5850,4,Seem expect significant.,2024-11-01,pending,A+,n/a
446,4,Maintain shoulder.,2024-11-15,done,B-,n/a
7592,6,Prove style improve.,2024-09-29,not done,C-,n/a
2731,4,Agency money.,2024-10-27,pending,C-,No
11926,1,Actually nearly another.,2025-03-09,done,D,Yes
7870,2,Artist condition standard.,2025-01-24,not done,A+,No
1197,4,Agree former thus.,2025-02-27,done,A,No
10024,2,Step phone design.,2025-03-05,done,B-,n/a
11473,6,Name language.,2024-10-17,done,B-,No
5631,4,Offer rise.,2024-11-14,done,A+,Yes
1909,6,Whose song determine.,2025-02-20,done,C,No
3928,5,Personal without.,2024-10-14,done,F,n/a
9515,6,Office top.,2024-12-28,done,D,n/a
8490,1,Common.,2024-11-02,not done,C,n/a
2333,3,Or interesting put.,2025-01-30,done,D,Yes
4560,2,Much last lawyer.,2024-12-27,done,D,n/a
6627,1,Customer far.,2025-02-04,not done,C-,No
8931,4,Dog cut possible.,2025-02-15,done,D,n/a
6382,6,And hair.,2024-10-06,not done,C,No
7662,1,Mouth hot.,2025-01-06,done,C,Yes
9653,6,Medical TV take.,2024-11-16,done,C-,n/a
3569,1,Majority large kitchen senior.,2025-02-15,not done,B-,n/a
2292,2,Important attack seem.,2024-11-09,not done,B-,n/a
8469,6,Standard run.,2024-10-10,not done,F,No
1780,1,Set exist others.,2024-11-30,done,A,No
1892,6,Operation only.,2024-11-15,not done,C-,n/a
2795,6,Moment choice sometimes.,2024-10-15,not done,C,No
770,4,Loss.,2025-02-05,done,B-,Yes
1820,5,Debate.,2024-12-14,done,C,No
7899,5,Alone few painting.,2024-11-03,not done,B,Yes
2553,1,What particular.,2024-11-20,pending,B,n/a
6033,3,Popular reveal.,2025-01-23,not done,D,Yes
10849,6,Hospital compare during.,2025-03-05,done,A,n/a
8269,1,Serve boy.,2024-12-23,done,F,No
2936,3,Choice.,2024-09-08,not done,A,No
9726,5,Personal financial me.,2025-03-07,not done,C-,n/a
3122,3,Set president.,2024-09-28,done,B-,n/a
11877,4,Civil head expect.,2025-03-03,not done,A,n/a
3132,5,Candidate.,2024-10-02,done,A,n/a
1785,1,Fly order sister.,2024-11-13,not done,A+,No
1705,1,Control community red.,2024-09-20,done,C-,n/a
2749,1,Understand who.,2025-02-13,done,F,No
748,6,Friend.,2024-12-22,done,D,n/a
12140,1,Mrs evening.,2024-10-22,done,C-,No
5175,3,Management.,2024-12-27,done,B-,Yes
3726,4,All similar piece.,2024-12-31,done,F,n/a
8435,2,Campaign practice name.,2024-10-30,done,C,Yes
2987,4,Far.,2025-02-10,not done,B,Yes
8005,1,Art big idea.,2025-01-21,not done,A,No
7580,2,Staff claim type.,2024-09-25,not done,D,No
9385,4,Low family.,2025-01-23,done,B,n/a
7494,2,Teacher value.,2024-10-13,pending,C,Yes
5448,2,Environment lead.,2024-10-21,not done,D,Yes
3944,5,Fine society.,2024-12-03,done,A+,n/a
8851,3,Loss feeling.,2024-09-09,done,F,n/a
1635,2,Despite drive west.,2024-10-12,not done,C,n/a
8200,4,Radio.,2024-11-10,pending,F,Yes
8371,5,Smile success all.,2024-11-22,done,C-,No
2472,1,Decision war alone.,2025-02-15,pending,B-,Yes
9557,4,Nice recently.,2025-01-12,pending,C,n/a
10191,4,Reflect radio wind compare.,2024-11-16,done,B,n/a
7857,2,Food science.,2024-12-05,pending,C-,Yes
280,4,Thank without imagine.,2025-02-05,not done,D,Yes
4427,6,Put better.,2024-09-17,not done,C,Yes
9432,6,Hold watch catch recently.,2024-11-10,pending,B-,No
8480,1,Loss.,2025-01-13,done,F,No
11439,1,Receive manager.,2025-02-05,pending,C-,No
4742,1,Role program effort.,2024-12-20,done,A,Yes
5734,5,Word especially.,2024-09-29,pending,D,n/a
8798,6,Democrat eye.,2025-03-05,done,F,No
8638,4,House star threat.,2025-02-22,done,C-,n/a
1038,4,Close record.,2024-12-31,done,A+,n/a
4528,2,Air himself thus.,2024-09-22,done,B-,Yes
4452,5,Learn house.,2024-09-09,not done,D,Yes
11376,5,Design newspaper.,2024-11-10,pending,D,n/a
773,2,Next help.,2024-09-16,done,B-,No
10232,1,Question seem.,2024-11-01,done,B-,No
7584,6,Morning.,2024-11-16,not done,A,No
8984,3,Network stand certainly.,2024-09-28,not done,D,n/a
10293,1,Learn another.,2024-11-22,pending,A,Yes
5834,6,Customer face can.,2024-10-03,not done,F,n/a
376,3,Address.,2025-02-25,not done,C,No
3812,2,Certain claim.,2025-02-25,done,C-,No
2326,5,Option resource.,2024-12-16,done,C,n/a
5609,5,Choice.,2025-03-09,not done,A,No
419,4,Professional black strategy.,2024-11-26,not done,B-,n/a
796,1,If significant organization.,2025-01-27,not done,C,n/a
8201,6,Arm red.,2025-02-04,pending,C,n/a
10764,5,By officer what.,2024-12-01,done,D,n/a
9091,2,Field reality later.,2024-12-31,not done,A+,No
2648,6,Nothing require ability.,2024-12-10,pending,B,n/a
8377,2,Popular hundred take.,2024-12-20,pending,F,n/a
2576,5,Suddenly key attack.,2024-09-14,done,A,No
1805,2,Despite everyone finish bag.,2024-12-26,not done,F,Yes
203,1,About prevent by.,2024-12-14,pending,B,No
8941,4,Perhaps she.,2025-03-02,not done,F,n/a
7244,6,Baby heart.,2025-02-10,not done,A,Yes
2193,1,Baby door help.,2024-11-29,done,C,Yes
8265,6,Look various second talk.,2024-12-26,pending,A+,No
3238,4,Drive west treat.,2024-12-21,not done,B-,n/a
6100,5,Lot scientist decade.,2024-09-11,done,F,n/a
11604,6,Science into state.,2025-01-11,done,C,Yes
6122,6,Say inside green.,2025-03-02,done,D,No
7031,4,Music most often sit.,2024-09-11,not done,A,Yes
7382,1,High section lead.,2024-12-15,done,C-,No
2377,1,Just add hour.,2024-10-24,done,D,n/a
4258,1,Form town.,2024-10-01,not done,B-,n/a
6908,2,Century daughter.,2025-02-23,done,A+,No
4395,2,Music particularly.,2024-09-15,not done,A+,n/a
4517,1,Ok as after.,2025-03-06,done,F,n/a
7475,5,Week.,2025-02-13,done,B,n/a
7878,1,Subject theory.,2025-01-09,not done,F,n/a
9279,4,Religious stuff.,2024-11-28,not done,C-,No
1997,6,Significant cover leave.,2025-03-07,done,A,No
10689,5,Pressure threat direction.,2024-10-10,not done,F,Yes
2349,3,Either huge and.,2024-10-31,not done,B,Yes
9867,5,Vote cost show.,2024-12-16,done,A,No
9740,5,Stuff beyond compare.,2025-02-10,not done,C,No
7768,4,Reduce staff.,2025-01-28,done,A+,No
10197,1,Least election.,2024-11-20,not done,B-,n/a
10203,4,Mission sort city worker.,2025-01-27,done,B,n/a
11430,5,Traditional none.,2024-10-01,not done,B-,Yes
7020,3,School.,2025-02-28,not done,C,n/a
1,2,Miss capital.,2025-01-22,not done,B,No
10140,4,Address it seven before.,2024-11-11,done,B,n/a
2560,1,Charge room.,2024-10-29,done,F,n/a
11297,1,Government soon finally nothing.,2025-01-05,not done,B-,No
5442,4,Right big.,2024-12-30,done,C-,n/a
443,5,Pull very each.,2024-11-15,done,D,No
3288,2,Character million ahead.,2024-12-08,done,B-,No
1738,3,Purpose nice.,2025-02-18,not done,C,n/a
6112,4,Record thousand west.,2025-01-03,pending,A,No
10672,3,Second many.,2025-03-09,not done,B,No
1145,3,Production radio ok.,2024-10-19,not done,F,Yes
6315,4,Knowledge third himself.,2024-10-23,not done,C-,No
905,2,Dark whose low.,2024-10-31,not done,B,n/a
6959,2,Which message individual.,2025-01-21,done,F,n/a
9716,6,Mind attorney.,2025-01-18,done,A+,No
3451,6,Major body.,2025-03-06,done,C,n/a
5450,2,Wind.,2025-02-26,pending,C-,Yes
4653,1,Cause respond.,2024-10-08,done,B,No
304,2,Campaign mean.,2025-01-28,pending,A,No
11453,2,If official cup.,2024-12-18,not done,A+,Yes
1193,2,These guess.,2024-10-03,done,C-,n/a
575,6,Activity.,2024-11-27,pending,A+,No
4577,1,Budget.,2025-03-03,pending,C-,Yes
11640,4,Analysis feel.,2024-09-21,pending,C-,No
2531,2,Order wish some.,2024-12-10,not done,C,n/a
11530,6,Consider letter.,2025-02-21,pending,F,No
11024,5,Make phone.,2024-12-22,not done,B-,Yes
9126,6,Relate east recognize.,2025-02-05,done,F,n/a
3621,2,Laugh field race.,2024-09-20,done,F,Yes
6488,4,Table together like.,2024-10-17,pending,C,Yes
7007,2,Plant serve.,2024-09-15,not done,B-,No
2927,4,However hundred between.,2024-10-03,not done,B,Yes
4802,3,Expect attack put.,2025-01-29,done,C-,Yes
11408,1,Note thing read.,2024-11-19,done,C,n/a
11993,5,Level simply when.,2025-03-05,done,B-,No
12068,5,Industry poor economic.,2025-02-11,not done,C,Yes
7463,2,Range reason follow.,2024-09-25,done,B,n/a
5538,4,World student race.,2025-03-06,done,F,n/a
6564,1,Performance.,2024-09-25,done,C-,No
5639,5,Run hair.,2025-02-11,not done,C,No
7832,5,American not capital.,2024-11-13,done,D,No
2177,2,Win.,2025-01-13,done,B-,No
215,6,Behind wide.,2024-12-24,not done,C,Yes
8274,2,Thank about out.,2024-10-25,done,D,No
727,6,Though Mr wind this.,2025-03-06,not done,D,Yes
8623,5,Eye hand raise.,2024-10-15,not done,D,Yes
10272,3,Suddenly government food.,2025-01-07,not done,C,n/a
5107,1,Describe wrong movement.,2025-02-15,not done,B,n/a
9982,2,Thing.,2025-01-13,done,F,Yes
138,4,American fear.,2024-11-25,not done,B,No
9356,4,First memory.,2024-11-27,pending,F,n/a
12140,3,Reflect success.,2025-01-15,done,C-,Yes
1839,6,Increase attorney.,2024-09-22,not done,C-,No
146,1,Bad answer responsibility.,2024-09-23,done,D,n/a
5720,4,Gun executive energy.,2024-11-23,done,C,Yes
5127,2,Society project.,2024-11-06,done,B,No
9132,6,Such section.,2024-11-30,done,A,No
9381,3,They role cause.,2024-10-26,done,A+,n/a
7267,6,Ready different rate.,2024-10-26,pending,B,Yes
9237,4,Few according open mission.,2024-11-22,not done,B,No
11191,6,Protect spring.,2025-02-27,done,B,Yes
7875,3,Then street culture.,2025-01-03,done,A,n/a
10794,4,Remain course thing.,2024-11-21,not done,B-,Yes
6105,6,Candidate such.,2025-02-08,pending,A+,n/a
10334,2,Step condition member.,2025-01-21,not done,D,No
6814,2,Let show.,2024-11-23,not done,C,No
2320,3,American democratic everyone.,2024-09-11,done,F,Yes
9199,4,Figure since gun.,2024-11-23,pending,C,No
54,5,Seat hand.,2025-02-07,done,D,No
321,1,Price improve drug response.,2025-01-05,pending,A+,No
5881,3,Agent bag.,2024-10-12,done,F,n/a
6143,4,Speak suffer produce.,2025-03-01,not done,D,No
5546,3,Art inside.,2024-11-16,done,F,Yes
3088,5,Add require.,2024-12-22,not done,C-,n/a
4222,3,Management himself main court.,2024-09-29,not done,C-,No
6034,1,Discussion skin sound.,2025-02-08,done,B-,No
3221,3,Require.,2024-10-21,not done,B-,Yes
1954,5,Share season.,2025-01-27,done,A,No
2926,6,Middle need.,2024-10-17,not done,A+,n/a
5160,3,Grow politics key.,2024-12-05,pending,C,No
1240,1,Although ball conference message.,2024-11-16,not done,A,Yes
3879,3,Contain their would.,2024-10-05,done,C-,Yes
8088,6,Son smile soon.,2024-09-25,done,F,n/a
10548,3,Southern maybe.,2025-02-01,not done,D,Yes
354,1,Image eat per matter.,2025-01-20,done,D,n/a
8949,6,Reach kid.,2024-11-07,done,A+,Yes
799,4,Research.,2025-01-13,not done,A+,n/a
7755,2,Until far yard.,2024-11-04,not done,B,No
10977,4,Become song talk.,2025-01-09,done,D,Yes
8658,4,Would nice significant.,2025-02-05,done,B,n/a
6686,1,Task same.,2025-01-19,done,B-,No
10494,2,When wall entire.,2024-11-21,done,C,Yes
9551,5,Ago more.,2024-12-11,not done,C,Yes
8374,4,Wide another.,2024-11-15,pending,C,Yes
11510,4,Various hand.,2025-01-23,done,C-,n/a
8414,6,Each training organization.,2024-10-28,done,F,Yes
9052,3,Approach popular.,2025-03-01,done,A+,No
11930,4,Seem.,2024-12-24,not done,A+,n/a
7663,4,Mean food.,2025-02-06,done,A,Yes
6836,6,State remember.,2024-10-06,done,A+,Yes
10080,1,Apply.,2024-11-30,not done,A+,Yes
7984,2,Himself form.,2024-12-21,not done,B-,n/a
10983,4,Southern respond.,2024-12-14,not done,C-,Yes
4315,2,Main action.,2024-11-20,done,D,Yes
4779,3,Base ground so.,2024-12-14,done,A,No
11925,1,Western program be.,2024-12-16,done,F,No
